page,type,slot,old_or_subject,status,new_file,width,height,alt,credit,licence,source_url,image_url,note
"/formula-one/turkish-grand-prix","things-to-do","au-t","Hagia Sophia, Blue Mosque and Topkapı","sourced","/assets/img/sourced/turkish-grand-prix/hagia-sophia-02.jpg","","","Courtyard of the Blue Mosque (Sultan Ahmed Mosque) lit at dusk, Istanbul","Benh LIEU SONG","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:Blue_Mosque_Courtyard_Dusk_Wikimedia_Commons.jpg","https://upload.wikimedia.org/wikipedia/commons/7/77/Blue_Mosque_Courtyard_Dusk_Wikimedia_Commons.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/turkish-grand-prix","things-to-do","au-t","Grand Bazaar and Spice Bazaar with a shopping fixer","sourced","/assets/img/sourced/turkish-grand-prix/grand-bazaar-01.jpg","1600","960","Ceramics stall piled with painted plates and lamps in a vaulted street of the Grand Bazaar, Istanbul","Jorge Franganillo","CC BY 4.0","https://commons.wikimedia.org/wiki/File:Istanbul_-_Grand_Bazaar_(55105990849).jpg","https://upload.wikimedia.org/wikipedia/commons/5/5d/Istanbul_-_Grand_Bazaar_%2855105990849%29.jpg","Grand Bazaar (01) and Spice Bazaar (02)."
"/formula-one/turkish-grand-prix","things-to-do","au-t","Grand Bazaar and Spice Bazaar with a shopping fixer","sourced","/assets/img/sourced/turkish-grand-prix/grand-bazaar-02.jpg","","","Cones of ground spices and loose teas on a stall in the Spice Bazaar, Istanbul","Miomir Magdevski","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Spices_on_Spice_Bazaar_in_Istanbul_03.jpg","https://upload.wikimedia.org/wikipedia/commons/8/86/Spices_on_Spice_Bazaar_in_Istanbul_03.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/turkish-grand-prix","things-to-do","au-t","Hammam ritual","sourced","/assets/img/sourced/turkish-grand-prix/kilic-ali-pasa-hamam-01.jpg","1536","864","The domed marble hall of the Kılıç Ali Paşa Hamamı, with wooden gallery and central fountain, Tophane","Kılıç Ali Paşa Hamamı","press image — permission required","https://kilicalipasahamami.com/en/","https://kilicalipasahamami.com/storage/sliders/May2023/mtDhvGvv1s4ENIVV4sHz.jpg","Official images from the hamam's own website; largest available is 1536px wide (above the 1400px card minimum, saved at native size, not upscaled). No licensed Commons photo of this hamam exists. Rooftop dinner in Karaköy not covered."
"/formula-one/turkish-grand-prix","things-to-do","au-t","Hammam ritual","sourced","/assets/img/sourced/turkish-grand-prix/kilic-ali-pasa-hamam-02.jpg","","","Lead-clad domes studded with glass light-holes on the roof of the Kılıç Ali Paşa Hamamı","Kılıç Ali Paşa Hamamı","press image — permission required","https://kilicalipasahamami.com/en/","https://kilicalipasahamami.com/storage/sliders/May2023/xXCzJuVajHZ8S0zAqfrw.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/turkish-grand-prix","package","pk-name","Hospitality Experience","not-found","","","","","","","","","Package card (Turkish GP hospitality). No genuine, current Istanbul Park hospitality imagery found: the client library has no Turkish GP folder and Commons only has 2005-2009 paddock snapshots. Official F1 Experiences / Paddock Club imagery for a future Istanbul race would need to be requested."
"/formula-one/turkish-grand-prix","package","pk-name","Luxury Race Weekend","not-found","","","","","","","","","Package card. Same as Hospitality Experience: nothing genuine, current and sharp for the Turkish GP. Hotel images sourced for this page (e.g. Çırağan Palace, The Peninsula Istanbul) could illustrate the weekend if the client wishes."
"/formula-one/bahrain-grand-prix","hotel","#ritz-carlton-bahrain","Ritz-Carlton Bahrain","sourced","/assets/img/sourced/bahrain-grand-prix/ritz-carlton-bahrain-01.jpg","1600","1067","The Ritz-Carlton, Bahrain lit at dusk above its lagoon-style pool, Seef","The Ritz-Carlton, Bahrain / Marriott International","press image — permission required","https://www.ritzcarlton.com/en/hotels/bahrz-the-ritz-carlton-bahrain/photos/","https://cache.marriott.com/content/dam/marriott-renditions/BAHRZ/bahrz-exterior-0022-hor-clsc.jpg","Official hotel imagery (4000px originals). 02 file name is ""deluxe"" but the Ritz-Carlton site does not state bed type."
"/formula-one/bahrain-grand-prix","hotel","#ritz-carlton-bahrain","Ritz-Carlton Bahrain","sourced","/assets/img/sourced/bahrain-grand-prix/ritz-carlton-bahrain-02.jpg","","","Deluxe guest room with king bed and sea view at The Ritz-Carlton, Bahrain","The Ritz-Carlton, Bahrain / Marriott International","press image — permission required","https://www.ritzcarlton.com/en/hotels/bahrz-the-ritz-carlton-bahrain/photos/","https://cache.marriott.com/content/dam/marriott-renditions/BAHRZ/bahrz-deluxe-0013-hor-clsc.jpg","second gallery image for the same card"
"/formula-one/bahrain-grand-prix","things-to-do","au-t","Bahrain Fort at sunset and the National Museum","sourced","/assets/img/sourced/bahrain-grand-prix/bahrain-fort-01.jpg","1600","1066","Stone walls and corner tower of Qal'at al-Bahrain (Bahrain Fort) under a clear sky","Diego Delso","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Qal'at_al-Bahrain,_Karbabad,_Baréin,_2024-08-18,_DD_65.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9f/Qal%27at_al-Bahrain%2C_Karbabad%2C_Bar%C3%A9in%2C_2024-08-18%2C_DD_65.jpg","Daytime shot, not sunset. Bahrain National Museum exteriors by Zairon (CC BY 4.0/CC BY-SA 4.0) exist on Commons if a second image is wanted."
"/formula-one/bahrain-grand-prix","things-to-do","au-t","Manama Souq and the Pearling Path (UNESCO)","sourced","/assets/img/sourced/bahrain-grand-prix/manama-souq-01.jpg","1600","1201","Hanging glass lanterns and trinkets above a shop-lined lane in Manama Souq, Bahrain","Zairon","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Manama_Bab_al-Bahrain_Souq_1.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3b/Manama_Bab_al-Bahrain_Souq_1.jpg","Manama Souq only; no sharp, commercially licensed image of the Pearling Path (Muharraq) found."
"/formula-one/bahrain-grand-prix","things-to-do","au-t","Royal Camel Farm and the Tree of Life","sourced","/assets/img/sourced/bahrain-grand-prix/tree-of-life-01.jpg","1600","1174","The gnarled, sprawling branches of the Tree of Life in the desert of southern Bahrain","Zairon","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Bahrain_Tree_of_Life_19.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a9/Bahrain_Tree_of_Life_19.jpg","Tree of Life (01) and Royal Camel Farm (02)."
"/formula-one/bahrain-grand-prix","things-to-do","au-t","Royal Camel Farm and the Tree of Life","sourced","/assets/img/sourced/bahrain-grand-prix/tree-of-life-02.jpg","","","Camels resting beneath the shaded pens at the Royal Camel Farm, Bahrain","Beireke1","CC0","https://commons.wikimedia.org/wiki/File:Royal_Camel_Farm_-_Bahrain_2.jpg","https://upload.wikimedia.org/wikipedia/commons/1/10/Royal_Camel_Farm_-_Bahrain_2.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/bahrain-grand-prix","things-to-do","au-t","Bahrain Bay dining scene","sourced","/assets/img/sourced/bahrain-grand-prix/bahrain-bay-01.jpg","1600","1140","Bahrain Bay waterfront with the twisting tower and Bahrain Financial Harbour towers beyond, Manama","Zairon","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Manama_Bahrain_Bay_04.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f3/Manama_Bahrain_Bay_04.jpg","Shows the Bahrain Bay waterfront and skyline by day (hazy), not a restaurant scene."
"/sports-travel/rugby/rugby-world-cup-2027","hotel","#brisbane","Brisbane","not-found","","","","","","","","","Card names no property (""Brisbane"", riverside five-star), so exact-hotel exterior/bedroom photography cannot be sourced until the hotel is named. If the client accepts city imagery for this card (as the Paris card on the same page does), /assets/img/sourced/rugby-world-cup-2027/brisbane-01.jpg (Story Bridge and the CBD on the Brisbane River) could be reused."
"/sports-travel/rugby/rugby-world-cup-2027","things-to-do","au-t","Brisbane","sourced","/assets/img/sourced/rugby-world-cup-2027/brisbane-01.jpg","1600","1067","The Story Bridge spanning the Brisbane River in front of the city-centre towers on a clear day","Troy Keith","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:Panorama_Story_Bridge_and_Brisbane_CBD.jpg","https://upload.wikimedia.org/wikipedia/commons/f/fd/Panorama_Story_Bridge_and_Brisbane_CBD.jpg","01 is a centre crop (3:2) of a stitched panorama; faint tonal seams in the sky are visible on close inspection. 02 is a phone night shot, soft at 100% but fine at card size."
"/sports-travel/rugby/rugby-world-cup-2027","things-to-do","au-t","Brisbane","sourced","/assets/img/sourced/rugby-world-cup-2027/brisbane-02.jpg","","","Brisbane city skyline lit up at night and reflected in the river, seen from Kangaroo Point","King Eliot","CC0","https://commons.wikimedia.org/wiki/File:Brisbane_skyline_from_Kangaroo_Point.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2c/Brisbane_skyline_from_Kangaroo_Point.jpg","spare image saved in the repo, not placed (card shows one image)"
"/sports-travel/rugby/rugby-world-cup-2027","things-to-do","au-t","Perth","sourced","/assets/img/sourced/rugby-world-cup-2027/perth-01.jpg","1600","1067","Elizabeth Quay Bridge curving towards the Perth city-centre towers","Dietmar Rabich","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Perth_(AU),_Elizabeth_Quay_Bridge_--_2019_--_0252.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d0/Perth_%28AU%29%2C_Elizabeth_Quay_Bridge_--_2019_--_0252.jpg","Perth city only; Margaret River not covered."
"/sports-travel/rugby/rugby-world-cup-2027","things-to-do","au-t","Adelaide","sourced","/assets/img/sourced/rugby-world-cup-2027/adelaide-01.jpg","1600","1200","Adelaide Oval reflected in the still water of the River Torrens in early-evening light","Philip Mallis","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Adelaide_Oval_and_the_River_Torrens.jpg","https://upload.wikimedia.org/wikipedia/commons/4/4a/Adelaide_Oval_and_the_River_Torrens.jpg","02 shows the stadium lit in Socceroos colours for a football event; use 01 if that is a concern."
"/sports-travel/rugby/rugby-world-cup-2027","things-to-do","au-t","Adelaide","sourced","/assets/img/sourced/rugby-world-cup-2027/adelaide-02.jpg","","","Adelaide Oval and the Riverbank Footbridge lit green and gold at night across the River Torrens","Yu Chu Chin","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Adelaide_Oval_lit_in_Socceroos_colours_during_the_2026_FIFA_World_Cup_(028A7402).jpg","https://upload.wikimedia.org/wikipedia/commons/9/90/Adelaide_Oval_lit_in_Socceroos_colours_during_the_2026_FIFA_World_Cup_%28028A7402%29.jpg","spare image saved in the repo, not placed (card shows one image)"
"/sports-travel/rugby/rugby-world-cup-2027","things-to-do","au-t","Newcastle & Townsville","sourced","/assets/img/sourced/rugby-world-cup-2027/newcastle-townsville-01.jpg","1600","898","Surf rolling onto Newcastle Beach below the city foreshore, New South Wales","Mathew Toll","CC0","https://commons.wikimedia.org/wiki/File:Newcastle_Beach.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f9/Newcastle_Beach.jpg","Newcastle (01) and Townsville (02)."
"/sports-travel/rugby/rugby-world-cup-2027","things-to-do","au-t","Newcastle & Townsville","sourced","/assets/img/sourced/rugby-world-cup-2027/newcastle-townsville-02.jpg","","","Townsville city and harbour from Castle Hill, with Magnetic Island on the horizon","Kgbo","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:View_from_Castle_Hill_Lookout,_Townsville,_2023,_08.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a1/View_from_Castle_Hill_Lookout%2C_Townsville%2C_2023%2C_08.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/belgian-grand-prix","hotel","#hotel-de-la-source","Hotel de la Source","not-found","","","","","","","","","Hotel de la Source (Francorchamps): no Commons images, and the hotel website could not be reached (domain did not resolve). Needs imagery requested directly from the hotel."
"/formula-one/belgian-grand-prix","things-to-do","au-t","Thermes de Spa","sourced","/assets/img/sourced/belgian-grand-prix/thermes-de-spa-01.jpg","1600","1080","The glass-fronted Thermes de Spa building among trees on the Colline d'Annette et Lubin, Spa","Txllxt TxllxT","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Spa_-_Colline_d'Annette_et_Lubin_-_Thermes_de_Spa_2004_by_Claude_Strebelle_16.jpg","https://upload.wikimedia.org/wikipedia/commons/3/36/Spa_-_Colline_d%27Annette_et_Lubin_-_Thermes_de_Spa_2004_by_Claude_Strebelle_16.jpg","Exterior of the Thermes de Spa. The Thermes de Spa press office would be the source for pool/treatment imagery (permission required)."
"/formula-one/belgian-grand-prix","things-to-do","au-t","Stavelot abbey and the circuit museum","sourced","/assets/img/sourced/belgian-grand-prix/stavelot-abbey-01.jpg","1600","1067","The surviving Gothic tower and excavated ruins of the abbey church at the Abbaye de Stavelot","Daniel Cox","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Daniel_Cox_-_Ruinen_der_Abtei_von_Stavelot_(BEL).jpg","https://upload.wikimedia.org/wikipedia/commons/b/bf/Daniel_Cox_-_Ruinen_der_Abtei_von_Stavelot_%28BEL%29.jpg","The Spa-Francorchamps circuit museum is housed in the abbey; no interior museum image included."
"/formula-one/belgian-grand-prix","things-to-do","au-t","Ardennes forest walks; Coo waterfalls","sourced","/assets/img/sourced/belgian-grand-prix/coo-waterfalls-01.jpg","1600","1152","The twin falls of the Cascade de Coo pouring beneath a stone bridge in the Ardennes","Zairon","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Stavelot_Cascade_de_Coo_05.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2e/Stavelot_Cascade_de_Coo_05.jpg",""
"/formula-one/qatar-grand-prix","things-to-do","au-t","Museum of Islamic Art and the National Museum (the desert-rose building)","sourced","/assets/img/sourced/qatar-grand-prix/museum-of-islamic-art-01.jpg","1600","1071","Traditional dhows moored in Doha Bay in front of the Museum of Islamic Art","LBM1948","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Doha,_dhows_y_museo_3.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b1/Doha%2C_dhows_y_museo_3.jpg","MIA exterior (01), National Museum of Qatar (02, 4032x1960 panoramic ratio), MIA atrium view (03). No full-frame NMoQ exterior of sufficient quality found on Commons."
"/formula-one/qatar-grand-prix","things-to-do","au-t","Museum of Islamic Art and the National Museum (the desert-rose building)","sourced","/assets/img/sourced/qatar-grand-prix/museum-of-islamic-art-02.jpg","","","The desert-rose discs of the National Museum of Qatar framed by a carved doorway of the old palace","CallMeBarcode","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:National_Museum_of_Qatar.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e0/National_Museum_of_Qatar.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/qatar-grand-prix","things-to-do","au-t","Museum of Islamic Art and the National Museum (the desert-rose building)","sourced","/assets/img/sourced/qatar-grand-prix/museum-of-islamic-art-03.jpg","","","The Doha skyline at night seen through the arched windows of the Museum of Islamic Art atrium","Marek Śliwecki","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Doha_-_Museum_of_Islamic_Art.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Doha_-_Museum_of_Islamic_Art.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/qatar-grand-prix","things-to-do","au-t","Souq Waqif evenings","sourced","/assets/img/sourced/qatar-grand-prix/souq-waqif-01.jpg","1600","1184","Rubble-stone walls and wooden beams lining a lane of Souq Waqif, Doha","Diego Delso","CC BY-SA 3.0","https://commons.wikimedia.org/wiki/File:Souq_Waqif,_Doha,_Catar,_2013-08-05,_DD_107.JPG","https://upload.wikimedia.org/wikipedia/commons/f/f4/Souq_Waqif%2C_Doha%2C_Catar%2C_2013-08-05%2C_DD_107.JPG","Daytime image; no sharp, licensed evening shot found."
"/formula-one/qatar-grand-prix","things-to-do","au-t","Desert safari","sourced","/assets/img/sourced/qatar-grand-prix/desert-safari-01.jpg","1600","1200","Dunes running down to the Khor Al Adaid inland sea, southern Qatar","FLASHPACKER TRAVELGUIDE","CC BY-SA 2.0","https://commons.wikimedia.org/wiki/File:Khor_Al_Adaid_Inland_Sea_and_desert_in_Katar.jpg","https://upload.wikimedia.org/wikipedia/commons/5/56/Khor_Al_Adaid_Inland_Sea_and_desert_in_Katar.jpg","01 shows vehicle tracks on the flats; daylight, not sunset."
"/formula-one/qatar-grand-prix","things-to-do","au-t","Desert safari","sourced","/assets/img/sourced/qatar-grand-prix/desert-safari-02.jpg","","","A sand-boarder descending a tall dune in the Qatari desert at dusk","Nmvriend","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Sunset_on_a_Qatari_dune.JPG","https://upload.wikimedia.org/wikipedia/commons/b/b3/Sunset_on_a_Qatari_dune.JPG","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/qatar-grand-prix","things-to-do","au-t","Katara Cultural Village and the Corniche promenade","sourced","/assets/img/sourced/qatar-grand-prix/katara-01.jpg","1600","1119","Katara Square with its kinetic wind sculpture and reflecting pool, Katara Cultural Village, Doha","Zairon","CC BY 4.0","https://commons.wikimedia.org/wiki/File:Doha_Katara_Cultural_Village_Katara_Square_2.jpg","https://upload.wikimedia.org/wikipedia/commons/8/8a/Doha_Katara_Cultural_Village_Katara_Square_2.jpg","Katara only; Doha Corniche images by Zairon (CC BY 4.0) also available on Commons."
"/formula-one/saudi-arabian-grand-prix","hotel","#assila-a-luxury-collection-hotel","Assila, a Luxury Collection Hotel","not-found","","","","","","","","","Assila, a Luxury Collection Hotel (Jeddah): no Commons images; the Marriott property photo page could not be located/fetched (bot-protected, and the web-search budget for the session was exhausted). Request from the hotel or Marriott media."
"/formula-one/saudi-arabian-grand-prix","hotel","#the-ritz-carlton-jeddah","The Ritz-Carlton, Jeddah","sourced","/assets/img/sourced/saudi-arabian-grand-prix/the-ritz-carlton-jeddah-01.jpg","1600","1200","The palatial cream façade of The Ritz-Carlton, Jeddah behind palm-lined gardens on the Corniche","Ahmed Basit (Pakistan)","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Ritz_carlton_jeddah.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d6/Ritz_carlton_jeddah.jpg","Exterior only, overcast day, road in foreground. No official room image obtained (Marriott property page not reachable)."
"/formula-one/saudi-arabian-grand-prix","things-to-do","au-t","Al-Balad","sourced","/assets/img/sourced/saudi-arabian-grand-prix/al-balad-01.jpg","1600","1067","Restored coral-stone houses with carved wooden rawasheen balconies in Al-Balad, Jeddah","Diego Delso","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Al-Balad,_Yeda,_Arabia_Saudita,_2025-05-24,_DD_24.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c2/Al-Balad%2C_Yeda%2C_Arabia_Saudita%2C_2025-05-24%2C_DD_24.jpg",""
"/formula-one/saudi-arabian-grand-prix","things-to-do","au-t","King Fahd Fountain and corniche promenade","sourced","/assets/img/sourced/saudi-arabian-grand-prix/king-fahd-fountain-01.jpg","1600","1200","King Fahd's Fountain jetting high above the Red Sea at night, Jeddah","ほっきー","CC0","https://commons.wikimedia.org/wiki/File:King_Fahd’s_Fountain_2025.jpg","https://upload.wikimedia.org/wikipedia/commons/9/95/King_Fahd%E2%80%99s_Fountain_2025.jpg","Night shot from the corniche; the fountain is small in frame."
"/formula-one/austrian-grand-prix","things-to-do","au-t","Graz old town","sourced","/assets/img/sourced/austrian-grand-prix/graz-old-town-01.jpg","1600","1066","Red rooftops of Graz old town from the Schlossberg, with the Kunsthaus and the hills beyond","Isiwal","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Graz_View_from_Schlossberg-2464.jpg","https://upload.wikimedia.org/wikipedia/commons/b/be/Graz_View_from_Schlossberg-2464.jpg","Sourced to the card subject (Graz old town). The input ""need"" field for this row asks for Styrian wine roads, which appears to be copied from the next row; wine-road images are on that row."
"/formula-one/austrian-grand-prix","things-to-do","au-t","Graz old town","sourced","/assets/img/sourced/austrian-grand-prix/graz-old-town-02.jpg","","","The Uhrturm clock tower on the Schlossberg, Graz","Leonhard Lenz","CC0","https://commons.wikimedia.org/wiki/File:Uhrenturm_Schloßberg_Graz_2022-08-03_01.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5a/Uhrenturm_Schlo%C3%9Fberg_Graz_2022-08-03_01.jpg","spare image saved in the repo, not placed (card shows one image)"
"/formula-one/austrian-grand-prix","things-to-do","au-t","Styrian wine roads south of Graz","sourced","/assets/img/sourced/austrian-grand-prix/styrian-wine-roads-01.jpg","1600","1200","Vineyards on steep green hills along the South Styrian Wine Road","Simon Legner (User:simon04)","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Südsteirische_Weinstraße_(IMG_20240929_104555).jpg","https://upload.wikimedia.org/wikipedia/commons/a/ad/S%C3%BCdsteirische_Weinstra%C3%9Fe_%28IMG_20240929_104555%29.jpg","02 is a Styrian wine farm (Gahr) but not confirmed as a buschenschank; use 01 alone if in doubt."
"/formula-one/austrian-grand-prix","things-to-do","au-t","Styrian wine roads south of Graz","sourced","/assets/img/sourced/austrian-grand-prix/styrian-wine-roads-02.jpg","","","A traditional Styrian farmhouse above rows of vines beside a country road","Clemens Stockner","CC BY-SA 4.0","https://commons.wikimedia.org/wiki/File:Gahr_01.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9a/Gahr_01.jpg","spare image saved in the repo, not placed (card shows one image)"
