page,area,issue,change,needs_client_approval,notes
"seychelles.html","copy/trust","Enquiry-form privacy claim ""We never share your details (with third parties)"" is inaccurate for a travel business that must pass data to airlines, hotels and ticketing partners","Replaced with: ""We use your details to answer your enquiry and arrange your travel, sharing them only with the suppliers needed to deliver it. We never sell your data.""","yes","Final wording needs client/legal sign-off. No privacy-policy page exists on the site, so no link could be added - logged as a content dependency."
"south-africa.html","copy/trust","Enquiry-form privacy claim ""We never share your details (with third parties)"" is inaccurate for a travel business that must pass data to airlines, hotels and ticketing partners","Replaced with: ""We use your details to answer your enquiry and arrange your travel, sharing them only with the suppliers needed to deliver it. We never sell your data.""","yes","Final wording needs client/legal sign-off. No privacy-policy page exists on the site, so no link could be added - logged as a content dependency."
"spain.html","copy/trust","Enquiry-form privacy claim ""We never share your details (with third parties)"" is inaccurate for a travel business that must pass data to airlines, hotels and ticketing partners","Replaced with: ""We use your details to answer your enquiry and arrange your travel, sharing them only with the suppliers needed to deliver it. We never sell your data.""","yes","Final wording needs client/legal sign-off. No privacy-policy page exists on the site, so no link could be added - logged as a content dependency."
"sri-lanka.html","copy/trust","Enquiry-form privacy claim ""We never share your details (with third parties)"" is inaccurate for a travel business that must pass data to airlines, hotels and ticketing partners","Replaced with: ""We use your details to answer your enquiry and arrange your travel, sharing them only with the suppliers needed to deliver it. We never sell your data.""","yes","Final wording needs client/legal sign-off. No privacy-policy page exists on the site, so no link could be added - logged as a content dependency."
"st-lucia.html","copy/trust","Enquiry-form privacy claim ""We never share your details (with third parties)"" is inaccurate for a travel business that must pass data to airlines, hotels and ticketing partners","Replaced with: ""We use your details to answer your enquiry and arrange your travel, sharing them only with the suppliers needed to deliver it. We never sell your data.""","yes","Final wording needs client/legal sign-off. No privacy-policy page exists on the site, so no link could be added - logged as a content dependency."
"team-travel.html","copy/trust","Enquiry-form privacy claim ""We never share your details (with third parties)"" is inaccurate for a travel business that must pass data to airlines, hotels and ticketing partners","Replaced with: ""We use your details to answer your enquiry and arrange your travel, sharing them only with the suppliers needed to deliver it. We never sell your data.""","yes","Final wording needs client/legal sign-off. No privacy-policy page exists on the site, so no link could be added - logged as a content dependency."
"thailand.html","copy/trust","Enquiry-form privacy claim ""We never share your details (with third parties)"" is inaccurate for a travel business that must pass data to airlines, hotels and ticketing partners","Replaced with: ""We use your details to answer your enquiry and arrange your travel, sharing them only with the suppliers needed to deliver it. We never sell your data.""","yes","Final wording needs client/legal sign-off. No privacy-policy page exists on the site, so no link could be added - logged as a content dependency."
"turkey.html","copy/trust","Enquiry-form privacy claim ""We never share your details (with third parties)"" is inaccurate for a travel business that must pass data to airlines, hotels and ticketing partners","Replaced with: ""We use your details to answer your enquiry and arrange your travel, sharing them only with the suppliers needed to deliver it. We never sell your data.""","yes","Final wording needs client/legal sign-off. No privacy-policy page exists on the site, so no link could be added - logged as a content dependency."
"vietnam.html","copy/trust","Enquiry-form privacy claim ""We never share your details (with third parties)"" is inaccurate for a travel business that must pass data to airlines, hotels and ticketing partners","Replaced with: ""We use your details to answer your enquiry and arrange your travel, sharing them only with the suppliers needed to deliver it. We never sell your data.""","yes","Final wording needs client/legal sign-off. No privacy-policy page exists on the site, so no link could be added - logged as a content dependency."
"malaysian-grand-prix-2026.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"mexico-city-grand-prix-2026.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"miami-grand-prix-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"monaco-grand-prix-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"portuguese-grand-prix-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"qatar-grand-prix-2026.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"sao-paulo-grand-prix-2026.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"saudi-arabian-grand-prix-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"singapore-grand-prix-2026.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"spanish-grand-prix-2026.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"turkish-grand-prix-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"mlb.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"nba.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"nfl.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"nhl.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"phoenix-open-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"premier-league-wembley-hospitality.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"roland-garros-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"rugby-world-cup-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"ryder-cup-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"six-nations.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"the-ashes-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"the-open-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"ufc.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"us-open-2027.html","copy/trust","""Official access"" panel implied every ticket is issued in the client name and never from the secondary market - an absolute the page product may not support","Reworded to ""sourced through official channels, and issued in your name where the organiser requires it - confirmed before you travel, never bought from unofficial resale""","yes","Needs supplier confirmation of which organisers actually issue named tickets for this event."
"mlb.html","copy/trust","FAQ answer and its JSON-LD both stated ""Tickets are sourced through official channels and issued in your name"" as an absolute; the Access panel row read ""Official tickets, issued in your name""","FAQ/JSON-LD hedged to ""issued in your name where the organiser requires it""; panel row changed to ""Official tickets through approved channels""","yes","Same supplier confirmation as above."
"nba.html","copy/trust","FAQ answer and its JSON-LD both stated ""Tickets are sourced through official channels and issued in your name"" as an absolute; the Access panel row read ""Official tickets, issued in your name""","FAQ/JSON-LD hedged to ""issued in your name where the organiser requires it""; panel row changed to ""Official tickets through approved channels""","yes","Same supplier confirmation as above."
"nfl.html","copy/trust","FAQ answer and its JSON-LD both stated ""Tickets are sourced through official channels and issued in your name"" as an absolute; the Access panel row read ""Official tickets, issued in your name""","FAQ/JSON-LD hedged to ""issued in your name where the organiser requires it""; panel row changed to ""Official tickets through approved channels""","yes","Same supplier confirmation as above."
"nhl.html","copy/trust","FAQ answer and its JSON-LD both stated ""Tickets are sourced through official channels and issued in your name"" as an absolute; the Access panel row read ""Official tickets, issued in your name""","FAQ/JSON-LD hedged to ""issued in your name where the organiser requires it""; panel row changed to ""Official tickets through approved channels""","yes","Same supplier confirmation as above."
"ufc.html","copy/trust","Same absolute in the FAQ, its JSON-LD and the Access panel row","Hedged FAQ/JSON-LD; panel row now ""Official tickets or hospitality through approved channels""","yes",""
"us-masters-2027.html","copy/trust","""Masters badges and hospitality ... issued in your name ... never from the secondary market""","Hedged to ""issued in your name where the organiser requires it ... never bought from unofficial resale""","yes","Augusta National badge transfer rules should be confirmed before any named-badge claim is published."
"the-ashes-2027.html","copy/trust","""Every ticket and hospitality place ... issued in your name. We do not use the secondary market."" plus an included-list line ""Official England v Australia Test tickets, issued in your name""","Hedged both (visible copy and JSON-LD); list line now ""Official England v Australia Test tickets through approved channels""","yes",""
"sports-travel.html","copy/trust","FAQ and JSON-LD claimed ""Every ticket we sell ... issued in your name. We do not use the resale market"" - directly contradicted by wimbledon-2027.html, which sells debentures, described there as the only Wimbledon tickets that may legally be resold in the UK","Reworded to name the official channels (organisers, venues, clubs and their appointed hospitality partners), hedge the named-ticket claim, and say ""We do not buy from unofficial resale sites""","yes","Resolves an internal contradiction between two live pages. Final wording needs client sign-off."
"sports-travel.html","copy/trust","""Tickets sourced through official channels and issued in your name - never resold, never uncertain"" in the Why Vedere panel","Reworded to ""...issued in your name where the organiser requires it - never bought from unofficial resale""","yes",""
"sports-travel.html","copy/trust","""Tickets come through official channels and are issued in your name"" in the How we plan section","Hedged to ""...issued in your name where the organiser requires it""","yes",""
"turkish-grand-prix-2027.html","copy/trust","Internal phrase live in customer copy: ""The palace-wing suites are what we book for statement clients.""","Replaced with ""The palace-wing suites are available as an ultra-premium upgrade on request."" (matches the approved miami-grand-prix-2027 wording)","no",""
"malaysian-grand-prix-2026.html","copy/trust","Internal sales instruction live in customer copy (x2): ""allocations for a one-off race will be tight, contract early""","Reworded to ""allocations for a one-off race will be limited, so early booking matters""","no","Appeared in both the package card and the ticket-options grid."
"malaysian-grand-prix-2026.html","copy/trust","Unsupported absolute: ""the spa is the best in Kuala Lumpur""","Softened to ""among the best in Kuala Lumpur""","no",""
"portuguese-grand-prix-2027.html","copy/trust","Internal shorthand in customer copy (x2): ""(full 2027 grandstand map TBC on release)""","Reworded to ""(the full 2027 grandstand map is confirmed when the circuit releases it)""","no",""
"portuguese-grand-prix-2027.html","copy/trust","Trade language in customer copy (x2): ""product names to be confirmed; venue last hosted F1 in 2021, expect a refreshed programme""","Reworded to ""hospitality names confirmed with your quotation; the circuit last hosted Formula 1 in 2021, so expect a refreshed programme""","no",""
"sao-paulo-grand-prix-2026.html","copy/trust","Internal shorthand in the hero meta line: ""sprint status TBC on 2026 revisions""","Reworded to ""sprint status to be confirmed""","no","Dates set by the dates pass were left untouched."
"phoenix-open-2027.html","copy/trust","Internal positioning instruction: ""We position it as an evening enhancement rather than a golf product, because that is what it is.""","Reworded to ""We treat it as an evening out alongside the golf rather than part of the golf itself.""","no",""
"phoenix-open-2027.html","copy/trust","Unsupported absolute: ""some of the best in the valley""","Softened to ""among the best in the valley""","no",""
"premier-league-wembley-hospitality.html","copy/trust","Trade framing in customer copy: ""we sell as occasions rather than seats""","Reworded to ""we build as occasions rather than seats""","no",""
"sri-lanka.html","copy/trust","Trade framing: ""the one Indian Ocean destination we sell as a journey rather than a resort""","Reworded to ""we build as a journey rather than a resort""","no",""
"nordics.html","copy/trust","Trade framing: ""We sell the Nordics as a single idea""","Reworded to ""We treat the Nordics as a single idea""","no",""
"mexico.html","copy/trust","Trade jargon in an FAQ and its JSON-LD: ""the Riviera Maya sells as Caribbean beach product with the region’s best flight economics""","Reworded to ""the Riviera Maya sits with the Caribbean beach destinations, and it has the best-value flights of any of them""","no","Changed in both the visible FAQ and the FAQPage JSON-LD."
"mexico.html","copy/trust","Trade shorthand ""Chable and Mandarina skew adult"" in an FAQ and its JSON-LD","Reworded to ""are more adult in feel""","no",""
"singapore-grand-prix-2026.html","copy/trust","Unsupported absolute: ""the club lounge is the best in the city""","Softened to ""among the best in the city""","no",""
"luxury-travel.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"malaysian-grand-prix-2026.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"maldives.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"mauritius.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"mexico-city-grand-prix-2026.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"mexico.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"miami-grand-prix-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"middle-east.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"mlb.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"monaco-grand-prix-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"montenegro.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"nba.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"new-england.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"new-york.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"nfl.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"nhl.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"nordics.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"north-america.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"other-sports.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"phoenix-open-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"portugal.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"portuguese-grand-prix-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"premier-league-wembley-hospitality.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"qatar-grand-prix-2026.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"roland-garros-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"rugby-world-cup-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"rugby.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"ryder-cup-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"sao-paulo-grand-prix-2026.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"saudi-arabian-grand-prix-2027.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
"seychelles.html","copy/trust","Loyalty scheme named ""The Founders Club"" in the desktop nav and mobile nav (and, where present, the section heading, footer link, CTA and emblem aria-label)","Renamed to ""Vedere Founders Club"" to match the rest of the site","no","Name only - no stated terms touched. assets/js/vx-search.js was already updated by another agent and was left alone."
