page,role,order,title,dest,width,height,orig,source_page,image_url,credit,capture_date,rights,approval,quality_note,note
"japan.html","Hero","1","HOSHINOYA Kyoto — exclusive Hisui houseboat on the Oi River in autumn","assets/img/heroes/japan/japan-hero-01.jpg","2400","1600","3744x2496","https://hoshinoresorts.com/en/presscenter/09/2026/219311/","https://hoshinoresorts.com/wpadmin2022/wp-content/uploads/2026/08/4734b440794fb73b0f5fcdc3e2e1ae2a.jpg","Hoshino Resorts / HOSHINOYA Kyoto; individual photographer not supplied","2025-11-28 09:41:13, embedded EXIF DateTimeOriginal","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"japanese-grand-prix-2027.html","Hero","1","Suzuka — Ferris wheel and circuit","assets/img/heroes/japanese-grand-prix-2027/japanese-grand-prix-2027-hero-01.jpg","2400","1600","3840x2560","https://www.formula1.com/en/latest/article/circuit-guide-everything-you-need-to-know-about-the-suzuka-circuit.2BbgsRdkeux78UBGbmYiZV","https://media.formula1.com/image/upload/v1740000001/fom-website/2025/Japan/GettyImages-2208264416.jpg","Getty Images, via Formula 1; individual photographer not identified in accessible source","2025-04-03","Copyright; no commercial reuse licence granted or confirmed by download. No purchase or outreach performed.","Proposed","Native large source; no upscaling.","Future event page uses recent reference photography; image capture date is recorded separately."
"kenya.html","Hero","1","Giraffe Manor — resident giraffes outside the historic manor","assets/img/heroes/kenya/kenya-hero-01.jpg","2400","1600","6000x4000","https://wetu.com/iBrochure/en/Photos/15435/giraffe_manor","https://wetu.com/FileServe/20260915220431282/Giraffe_Manor.zip#Images/Giraffes%20at%20Giraffe%20Manor.jpg","Brian Siambi / The Safari Collection","22 August 2025, verified in embedded IPTC.","Rights-holder permission required for commercial website use; no licence acquired. Wetu requires owner agreement, attribution and use solely to market the property.","Proposed","Native large source; no upscaling.",""
"las-vegas-grand-prix-2026.html","Hero","1","Las Vegas — the Strip and illuminated circuit","assets/img/heroes/las-vegas-grand-prix-2026/las-vegas-grand-prix-2026-hero-01.jpg","2400","1600","3240x2160","https://www.f1-fansite.com/f1-wallpaper/wallpaper-photos-2025-las-vegas-formula-1-grand-prix/","https://www.f1-fansite.com/wp-content/uploads/2025/12/SI202511230192-Aangepast.jpg","Getty Images / Red Bull Content Pool","2025-11-22","Photographer / team / agency rights apply. Commercial website permission must be confirmed; no licence acquired.","Proposed","Native large source; no upscaling.",""
"luxury-travel.html","Carousel slide","1","Cheval Blanc Randheli — Maldives at sunset","assets/img/heroes/luxury-travel/luxury-travel-slide-01.jpg","2400","1800","8064x6048","https://www.chevalblanc.com/en/maison/randheli/rooms-and-suites/","https://images.prismic.io/lvmh-chevalblanc/Z88InRsAHJWomSkz_WebRGB-ChevalBlancRandheli-LagoonVilla-OliverFly-2024.jpg","Official Cheval Blanc; photography and date credited in source filename. Native image, all resize/crop/compression parameters removed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"luxury-travel.html","Carousel slide","2","Six Senses Ibiza — Sea Scape terrace at sunset","assets/img/heroes/luxury-travel/luxury-travel-slide-02.jpg","2400","1600","8183x5454","https://www.sixsenses.com/en/hotels-resorts/europe/spain/ibiza/gallery/","https://media.sixsenses.com/B60H3R33/at/q73z6x5pmqmk9j5932x36g/6_Sea_Scape_One_Bedroom_Suite_terrace.jpg","Official source; individual photographer to confirm","2021-06-12","Commercial website permission required; not acquired.","Proposed","Native large source; no upscaling.",""
"luxury-travel.html","Carousel slide","3","Caruso, Ravello — pool and Amalfi hills","assets/img/heroes/luxury-travel/luxury-travel-slide-03.jpg","2400","1800","11648x8736","https://www.belmond.com/en/hotels/europe/italy/caruso-amalfi-coast/modal/gallery","https://img.belmond.com/photos/car/car-gst-pool-la-piscina01.jpg","SALVA LOPEZ","2025-04-05","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"luxury-travel.html","Carousel slide","4","Atlantis The Royal — Cloud 22 at sunset","assets/img/heroes/luxury-travel/luxury-travel-slide-04.jpg","2400","1600","2880x1920","https://www.atlantis.com/dubai/atlantis-the-royal/dining/cloud-22","https://dam.kerzner.com/i/kerzner/Cloud%2022%20-%20Sunset%20Experience%20H","Official source; individual photographer to confirm","Capture date unconfirmed; current official source reviewed 17 September 2026","Commercial website permission required; not acquired.","Proposed","Native large source; no upscaling.",""
"luxury-travel.html","Carousel slide","5","The Carlyle — Manhattan at sunset","assets/img/heroes/luxury-travel/luxury-travel-slide-05.jpg","2000","1499","2000x1499","https://www.rosewoodhotels.com/en/the-carlyle-new-york/overview/gallery","https://picasso.rosewoodhotelgroup.com/transform/6aa66f36-c259-4a5b-831a-5e878c0caa1f/RWCAR_3-0_Brand-com_Assets_Hero_1","Official current Rosewood property gallery, public native media-library file as supplied by the page. Exact capture date unconfirmed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"luxury-travel.html","Carousel slide","6","Hotel du Cap-Eden-Roc — sunset by the sea","assets/img/heroes/luxury-travel/luxury-travel-slide-06.jpg","2400","1552","4134x2673","https://www.oetkerhotels.com/hotels/hotel-du-cap-eden-roc/gallery/","https://images.eu.ctfassets.net/og3b0tarlg4b/RpnTL5aHhbDjrNWDozTDp/0459367e18222a45264e8c80f68a35b8/2023_09_EDEN_ROC_-_PISCINE_COUCHER_DE_SOLEIL_1_SANS_NUAGES_NOIR.jpg","Official current Oetker property gallery, native public Contentful asset without image resizing. Capture date unconfirmed.","2023-09-16","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"malaysian-grand-prix-2026.html","Hero","1","Sepang — signature grandstand roof","assets/img/heroes/malaysian-grand-prix-2026/malaysian-grand-prix-2026-hero-01.jpg","2400","1600","6000x4000","https://www.gt-world-challenge-asia.com/gallery?filter_meeting_id=68&filter_season_id=9&page_num=2","https://www.gt-world-challenge-asia.com/images//gallery/2025/1%20Sepang/45_S1M00245.jpg","Official source; individual photographer to confirm","2025-04-13","Official gallery original; commercial website permission not acquired.","Proposed","Native large source; no upscaling.",""
"maldives.html","Hero","1","Cheval Blanc Randheli — Maldives at sunset","assets/img/heroes/maldives/maldives-hero-01.jpg","2400","1800","8064x6048","https://www.chevalblanc.com/en/maison/randheli/rooms-and-suites/","https://images.prismic.io/lvmh-chevalblanc/Z88InRsAHJWomSkz_WebRGB-ChevalBlancRandheli-LagoonVilla-OliverFly-2024.jpg","Official Cheval Blanc; photography and date credited in source filename. Native image, all resize/crop/compression parameters removed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"mauritius.html","Hero","1","Mauritius — Le Morne and turquoise lagoon","assets/img/heroes/mauritius/mauritius-hero-01.jpg","1920","1080","1920x1080","https://www.beachcomber-hotels.com/en/hotel/paradis-beachcomber","https://cdn.beachcomber-hotels.com/v9/sites/default/files/paradis/paradis-beachcomber-golf-resort-spa-mauritius-slider-d.jpg","Official Beachcomber public native image. No upscaling; upload/capture date unconfirmed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"mexico-city-grand-prix-2026.html","Hero","1","Mexico City — stadium section","assets/img/heroes/mexico-city-grand-prix-2026/mexico-city-grand-prix-2026-hero-01.jpg","2400","1600","3240x2160","https://www.f1-fansite.com/f1-wallpaper/wallpaper-photos-2025-mexico-formula-1-grand-prix/","https://www.f1-fansite.com/wp-content/uploads/2025/10/SI202510260817-Aangepast.jpg","Getty Images / Red Bull Content Pool","2025-10-26","Photographer / team / agency rights apply. Commercial website permission must be confirmed; no licence acquired.","Proposed","Native large source; no upscaling.",""
"mexico.html","Hero","1","One&Only Mandarina","assets/img/heroes/mexico/mexico-hero-01.jpg","2400","1616","8000x5388","https://www.oneandonlyresorts.com/mandarina","https://dam.kerzner.com/i/kerzner/One&Only_Mandarina_Accommodation_VillaCumaru_Pool_Seating_OceanView_2665_MASTER_1","Official current property page. Native public media-library image URL as provided by the page, with no requested enlargement; capture date unconfirmed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"miami-grand-prix-2027.html","Hero","1","Miami — Hard Rock Stadium and circuit aerial","assets/img/heroes/miami-grand-prix-2027/miami-grand-prix-2027-hero-01.jpg","2400","1600","7642x5095","https://www.miaminewtimes.com/food-drink/what-to-eat-and-drink-at-f1-miami-grand-prix-2026-40545074/","https://www.miaminewtimes.com/wp-content/uploads/sites/4/2026/04/240505-F1AerialPhotography-CG1896-1.jpg","Carlos Goldman / F1 Miami GP","2024-05-05","Copyright; no commercial reuse licence granted or confirmed by download. No purchase or outreach performed.","Proposed","Native large source; no upscaling.","Future event page uses recent reference photography; image capture date is recorded separately."
"middle-east.html","Hero","1","Atlantis The Royal — architectural exterior","assets/img/heroes/middle-east/middle-east-hero-01.jpg","2400","1598","8192x5456","https://www.kerznercommunications.com/atlantis-the-royal-rises-to-no-4-on-the-50-best-hotels-list/?from=atlantis-the-royal&lang=eng","","Official source; individual photographer to confirm","2025-04-30","Official press library; commercial website permission not acquired.","Proposed","Native large source; no upscaling.",""
"mlb.html","Hero","1","Yankee Stadium — ballpark and American flag at dusk","assets/img/heroes/mlb/mlb-hero-01.jpg","2400","1350","2568x1445","https://www.mlb.com/yankees/ballpark","https://img.mlbstatic.com/mlb-images/image/private/mlb/tcuphjigdobyalzmii8y.jpg","Native source without display padding; inspect actual dimensions and composition before selection.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"monaco-grand-prix-2027.html","Hero","1","Aston Martin — Monaco","assets/img/heroes/monaco-grand-prix-2027/monaco-grand-prix-2027-hero-01.jpg","2400","1371","2800x1600","https://www.astonmartinf1.com/en-GB/races/2026-monaco-gp","https://assets.astonmartinf1.com/public/cms/5YgPp0ICzbIkzjMo4uNmU9/d66cf24583ff30fe157b7877dcc7d543/2280335564_28x16.jpg","Guido De Bortoli / LAT Images / © 2026 Getty Images","2026:06:07 16:01:13","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.","Future event page uses recent reference photography; image capture date is recorded separately."
"montenegro.html","Hero","1","One&Only Portonovi","assets/img/heroes/montenegro/montenegro-hero-01.jpg","2400","1507","5118x3213","https://www.oneandonlyresorts.com/portonovi","https://dam.kerzner.com/i/kerzner/OneOnly_Portonovi_Architectural_Resort_Drone_1680_MASTER","Official hotel page; original public media-library photograph without crop transform.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"nba.html","Hero","1","Alperen Sengun attempts a layup against Detroit, 23 January 2026","assets/img/heroes/nba/nba-hero-01.jpg","2400","1802","5328x4000","https://commons.wikimedia.org/wiki/File:Sengun_layup_against_Pistons.jpg","https://upload.wikimedia.org/wikipedia/commons/5/51/Sengun_layup_against_Pistons.jpg","Pikraken","23 January 2026","CC BY 4.0: credit Pikraken, link to source and https://creativecommons.org/licenses/by/4.0/; disclose any crop. Third-party personality and venue rights may still apply.","Proposed","Native large source; no upscaling.",""
"new-england.html","Hero","1","Wequassett — pool and gazebo at sunrise","assets/img/heroes/new-england/new-england-hero-01.jpg","2400","1600","6123x4082","https://wequassett.com/","https://wequassett.com/wp-content/uploads/2025-06_WEQ_NavadiseMedia_HI-RES_144.jpg","Navadise Media / Wequassett","2025-06-11","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"new-york.html","Hero","1","The Carlyle — Manhattan at sunset","assets/img/heroes/new-york/new-york-hero-01.jpg","2000","1499","2000x1499","https://www.rosewoodhotels.com/en/the-carlyle-new-york/overview/gallery","https://picasso.rosewoodhotelgroup.com/transform/6aa66f36-c259-4a5b-831a-5e878c0caa1f/RWCAR_3-0_Brand-com_Assets_Hero_1","Official current Rosewood property gallery, public native media-library file as supplied by the page. Exact capture date unconfirmed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"nfl.html","Hero","1","Super Bowl — the whole stadium","assets/img/heroes/nfl/nfl-hero-01.jpg","2400","1600","8640x5760","https://www.nfl.com/photos/best-of-super-bowl-lx","https://static.www.nfl.com/image/upload/league/qxccsuximpsovll4umji.jpg","Perry Knotts / NFL","8 February 2026 — Super Bowl LX; event and date recorded in embedded IPTC caption.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
"nhl.html","Hero","1","NHL Winter Classic 2026 — Anton Lundell and Taylor Raddysh battle for the puck","assets/img/heroes/nhl/nhl-hero-01.jpg","2400","1600","5709x3806","https://www.wsls.com/sports/2026/01/03/panthers-and-rangers-play-outdoor-hockey-game-in-miami-replete-with-snow-and-fire/","https://cloudfront-us-east-1.images.arcpublishing.com/gmg/XBL53DQGEFAPLMDAS52LRVQIJY.jpg","Lynne Sladky / Associated Press","2026-01-02","Copyright 2026 Associated Press. A suitable commercial-use licence is required; no licence acquired.","Proposed","Native large source; no upscaling.",""
"nordics.html","Hero","1","Deplar Farm outdoor heated pool at sunset","assets/img/heroes/nordics/nordics-hero-01.jpg","2400","1799","2500x1874","https://elevenexperience.com/lodge-destinations/iceland/eleven-deplar-farm","https://media-prod.elevenexperience.com/elevenweb-prod-media/media/sqqnhywz/outdoor-heated-pool-sunset.jpg","Official source; individual photographer to confirm","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"north-america.html","Hero","1","The Carlyle — Manhattan at sunset","assets/img/heroes/north-america/north-america-hero-01.jpg","2000","1499","2000x1499","https://www.rosewoodhotels.com/en/the-carlyle-new-york/overview/gallery","https://picasso.rosewoodhotelgroup.com/transform/6aa66f36-c259-4a5b-831a-5e878c0caa1f/RWCAR_3-0_Brand-com_Assets_Hero_1","Official current Rosewood property gallery, public native media-library file as supplied by the page. Exact capture date unconfirmed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"other-sports.html","Hero","1","Royal Ascot — official event photography","assets/img/heroes/other-sports/other-sports-hero-01.jpg","1920","1080","1920x1080","https://www.ascot.com/horse-races-and-events/royal-ascot/overview","https://media-cdn.cortextech.io/81c33ec0-5be4-4433-bb79-c5fef627c68f.jpg","Official Ascot website; capture dates not confirmed","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"phoenix-open-2027.html","Hero","1","WM Phoenix Open 2026 — Sunday crowds around the 18th green","assets/img/heroes/phoenix-open-2027/phoenix-open-2027-hero-01.jpg","2048","1366","2048x1366","https://wmphoenixopen.com/gallery/","https://wmphoenixopen.com/wp-content/uploads/2026/04/2026_Gallery_18-on-Sunday-1.jpg","Official venue/event gallery","2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.","Future event page uses recent reference photography; image capture date is recorded separately."
"portugal.html","Hero","1","Pine Cliffs — resort, pine woods and Algarve coastline","assets/img/heroes/portugal/portugal-hero-01.jpg","2400","1520","5411x3426","https://www.pinecliffs.com/en/gallery/","https://www.pinecliffs.com/wp-content/uploads/2025/01/pine-cliffs-resort-aerial-3.jpg","Current official resort photo gallery; 2024 hotel aerial included.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"premier-league-wembley-hospitality.html","Hero","1","Wembley Stadium — match in progress beneath the roof","assets/img/heroes/premier-league-wembley-hospitality/premier-league-wembley-hospitality-hero-01.jpg","2048","1152","2048x1152","https://www.uefa.com/euro2028/news/029f-1f2ffa63f511-1e265da34302-1000--euro-2028-host-cities-and-stadiums-venue-guide/","https://editorial.uefa.com/resources/029f-1f2fc3303432-ff87155c9093-1000/borussia_dortmund_v_real_madrid_cf_-_uefa_champions_league_final_2023_24.jpeg","UEFA EURO 2028 official venue guide, published November 2025. Individual image capture dates vary; current venue review required.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"qatar-grand-prix-2026.html","Hero","1","Lusail — main straight and packed grandstand","assets/img/heroes/qatar-grand-prix-2026/qatar-grand-prix-2026-hero-01.jpg","2400","1601","8192x5464","https://www.lcsc.qa/f1","https://www.lcsc.qa/sites/default/files/2025-11/Grandstand%20main%20image.JPG","Lusail International Circuit; individual photographer to confirm","Capture date unconfirmed; official circuit image published under November 2025 asset path","Official circuit source; commercial website permission not acquired.","Proposed","Native large source; no upscaling.",""
"roland-garros-2027.html","Hero","1","Roland-Garros — opening ceremony","assets/img/heroes/roland-garros-2027/roland-garros-2027-hero-01.jpg","2400","1600","3000x2000","https://www.rolandgarros.com/en-us/photo-gallery/gallery-photos-final-men-singles-zverev-cobolli","https://images.prismic.io/fft-rg-commun-news/aiVtzAeQX7-eW8cZ_PB1_0561.JPG","Pauline Ballet / FFT","2026:06:07 15:06:07","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.","Future event page uses recent reference photography; image capture date is recorded separately."
"rugby-world-cup-2027.html","Hero","1","Australia rugby — Lions tour atmosphere, 2025","assets/img/heroes/rugby-world-cup-2027/rugby-world-cup-2027-hero-01.jpg","2000","1199","2000x1199","https://lions-v3-web-prod.stadion.io/en/news/photo-gallery-lions-celebrate-series-win-despite-third-test-defeat","https://images.ctfassets.net/56wfhs3as56s/mIifcHq0E1KZA9oJOGdei/a7f2ae9b6d71ce44a23092fcce51d9a9/DAN17626.jpg","©INPHO/Dan Sheridan","2025-08-02","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.","Future event page uses recent reference photography; image capture date is recorded separately."
"rugby.html","Hero","1","Six Nations — Ireland celebrates","assets/img/heroes/rugby/rugby-hero-01.jpg","2400","1350","4137x2327","https://www.sixnationsrugby.com/en/m6n/news/category/match-report","https://images.ctfassets.net/uiu4umqyl5b5/5emBuKR1aSdY1oYU8ToRks/08734b8b85b5f81d4b98eeb4f937ff3c/f646b1b81c232c714f0c03544829471c-snrbyh6aZGm1.jpg","Six Nations Rugby — individual photographer to confirm","2026 Six Nations, Ireland v Scotland, as captioned by Six Nations Rugby; camera date unavailable.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
"ryder-cup-2027.html","Hero","1","Adare Manor — Ryder Cup venue","assets/img/heroes/ryder-cup-2027/ryder-cup-2027-hero-01.jpg","1980","1238","1980x1238","https://www.adaremanor.com/ryder-cup-27/","https://www.adaremanor.com/wp-content/uploads/2024/09/golf-18th-hole-01.jpg","Official venue/event gallery","2024","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.","Future event page uses recent reference photography; image capture date is recorded separately."
"sao-paulo-grand-prix-2026.html","Hero","1","Interlagos — sweeping circuit and green-yellow kerbs","assets/img/heroes/sao-paulo-grand-prix-2026/sao-paulo-grand-prix-2026-hero-01.jpg","2400","1600","3241x2160","https://www.f1-fansite.com/f1-wallpaper/wallpaper-photos-2025-brazilian-formula-1-grand-prix/","https://www.f1-fansite.com/wp-content/uploads/2025/11/2025-Brazilian-Grand-Prix-Saturday-15-Aangepast.jpg","Zak Mauger","2025-11-08","Commercial website permission required; not acquired.","Proposed","Native large source; no upscaling.",""
"saudi-arabian-grand-prix-2027.html","Hero","1","Jeddah Corniche Circuit — illuminated skyline","assets/img/heroes/saudi-arabian-grand-prix-2027/saudi-arabian-grand-prix-2027-hero-01.jpg","2400","1371","2800x1600","https://www.astonmartinf1.com/en-GB/races/2025-saudi-arabian-gp","https://assets.astonmartinf1.com/public/cms/2NPWTOjao5y9WTRYT0cK7O/f9707dceb23aa1189faa7f53eb712906/Saudi_Arabia_2025_race_page_header.jpg","Official source; individual photographer to confirm","Capture date unconfirmed; current official source reviewed 17 September 2026","Official gallery original; commercial website permission not acquired.","Proposed","Native large source; no upscaling.","Future event page uses recent reference photography; image capture date is recorded separately."
"seychelles.html","Hero","1","North Island — East Beach aerial","assets/img/heroes/seychelles/seychelles-hero-01.jpg","2400","1600","2500x1667","https://www.north-island.com/","https://north-island.com/wp-content/uploads/2025/01/North-Island-North-Spray-in-front-of-East-Beach.jpg","Official current property website, untransformed public source images; capture dates unconfirmed.","Capture date unconfirmed; current official source reviewed 17 September 2026","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"singapore-grand-prix-2026.html","Hero","1","Singapore — illuminated Marina Bay circuit","assets/img/heroes/singapore-grand-prix-2026/singapore-grand-prix-2026-hero-01.jpg","2400","1600","3240x2160","https://www.f1-fansite.com/f1-wallpaper/wallpaper-photos-2025-singapore-formula-1-grand-prix/","https://www.f1-fansite.com/wp-content/uploads/2025/10/SI202510050753-Aangepast.jpg","Getty Images / Red Bull Content Pool","2025-10-05","Photographer / team / agency rights apply. Commercial website permission must be confirmed; no licence acquired.","Proposed","Native large source; no upscaling.",""
"six-nations.html","Hero","1","Antoine Dupont lifts the 2026 Championship trophy, flanked by his France teammates.","assets/img/heroes/six-nations/six-nations-hero-01.jpg","2400","1094","5800x2645","https://www.sixnationsrugby.com/en/m6n/news/category/match-report","https://images.ctfassets.net/uiu4umqyl5b5/6fE4p7htX1D3qRFXuZDhSe/800cd757a0f4be74fcb5346259d39f58/PPI21799a.jpg","James Crombie","2026-03-12","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native large source; no upscaling.",""
"south-africa.html","Hero","1","Cape Grace — hotel exterior and Table Mountain at sunset","assets/img/heroes/south-africa/south-africa-hero-01.jpg","2200","1238","2200x1238","https://www.capegrace.com/","https://dq5r178u4t83b.cloudfront.net/wp-content/uploads/sites/200/2025/08/20093146/Hero-Shot-Table-Mountain.jpg","PARIS BRUMMER","2025-06-11","Rights-holder permission required for commercial website use; no licence acquired.","Proposed","Native Full HD-range source. Suitable up to about 1920 CSS pixels; not a 4K original.",""
"spain.html","Hero","1","Six Senses Ibiza — Sea Scape terrace at sunset","assets/img/heroes/spain/spain-hero-01.jpg","2400","1600","8183x5454","https://www.sixsenses.com/en/hotels-resorts/europe/spain/ibiza/gallery/","https://media.sixsenses.com/B60H3R33/at/q73z6x5pmqmk9j5932x36g/6_Sea_Scape_One_Bedroom_Suite_terrace.jpg","Official source; individual photographer to confirm","2021-06-12","Commercial website permission required; not acquired.","Proposed","Native large source; no upscaling.",""
"spain.html","Supporting image","2","Six Senses Ibiza — coastal mansion at sunset","assets/img/heroes/spain/spain-support-02.jpg","2400","1599","3500x2332","https://www.sixsenses.com/en/hotels-resorts/europe/spain/ibiza/gallery/","https://media.sixsenses.com/B60H3R33/at/7f3qvvvr6b43wwrppjkxqmt/1_Five_Bedroom_Mansion_aerial_view.jpg","John Athimaritis","2022-06-05","Commercial website permission required; not acquired.","Proposed","Native large source; no upscaling.",""
"spanish-grand-prix-2026.html","Hero","1","Madrid — La Monumental banked corner","assets/img/heroes/spanish-grand-prix-2026/spanish-grand-prix-2026-hero-01.jpg","2400","1600","3840x2560","https://www.f1-fansite.com/f1-calendar/spanish-grand-prix/","https://www.f1-fansite.com/wp-content/uploads/2026/09/SI202609110792.jpg","Getty Images / Red Bull Content Pool","2026-09-11","Photographer / team / agency rights apply. Commercial website permission must be confirmed; no licence acquired.","Proposed","Native large source; no upscaling.",""
"sports-travel.html","Carousel slide","1","Aston Martin — Monaco","assets/img/heroes/sports-travel/sports-travel-slide-01.jpg","2400","1371","2800x1600","https://www.astonmartinf1.com/en-GB/races/2026-monaco-gp","https://assets.astonmartinf1.com/public/cms/5YgPp0ICzbIkzjMo4uNmU9/d66cf24583ff30fe157b7877dcc7d543/2280335564_28x16.jpg","Guido De Bortoli / LAT Images / © 2026 Getty Images","2026:06:07 16:01:13","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
"sports-travel.html","Carousel slide","2","The Masters — Augusta at golden hour","assets/img/heroes/sports-travel/sports-travel-slide-02.jpg","2400","1350","5385x3029","https://www.pgatour.com/article/news/latest/2026/04/02/the-masters-2026-augusta-national-hole-by-hole-look-golf-course","https://res.cloudinary.com/pgatour-prod/pgatour/news/editorial/2026/04/02/augusta-hole-by-hole/augusta_16.jpg","Kevin C. Cox / Getty Images","Exact capture date not supplied. Used in the PGA TOUR Augusta course guide published 2 April 2026; publication date is not claimed as the shoot date.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
"sports-travel.html","Carousel slide","3","Barcelona — goal celebration","assets/img/heroes/sports-travel/sports-travel-slide-03.jpg","2400","1500","3200x2000","https://www.fcbarcelona.com/en/football/first-team/photos/4574338/photos-from-barcas-win-over-feyenoord","https://www.fcbarcelona.com/photo-resources/2026/09/09/c50bd09c-fae1-4d18-9136-53d7e6e92530/_MGA6967.jpg?width=3200&height=2000","FC Barcelona — individual photographer to confirm","September 2026, Barcelona v Feyenoord, as identified by FC Barcelona’s current match gallery; camera date unavailable.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
"sports-travel.html","Carousel slide","4","Wimbledon — Centre Court atmosphere","assets/img/heroes/sports-travel/sports-travel-slide-04.jpg","2400","1573","2625x1720","https://www.wimbledon.com/en_GB/gallery/sinner_over_zverev","https://content.wimbledon.com/is/image/AELTC/ZZ202649-529737?wid=3000&fit=constrain&qlt=95","AELTC — individual photographer to confirm from original gallery","2026 Wimbledon men’s final, 12 July 2026, as identified by the AELTC gallery; no camera EXIF timestamp supplied.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
"sports-travel.html","Carousel slide","5","Super Bowl — the whole stadium","assets/img/heroes/sports-travel/sports-travel-slide-05.jpg","2400","1600","8640x5760","https://www.nfl.com/photos/best-of-super-bowl-lx","https://static.www.nfl.com/image/upload/league/qxccsuximpsovll4umji.jpg","Perry Knotts / NFL","8 February 2026 — Super Bowl LX; event and date recorded in embedded IPTC caption.","Commercial website permission or licence required; not acquired. Inclusion in this review shortlist is not publication clearance.","Proposed","Native large source; no upscaling.",""
