page,card_id,hotel,shown_now,unit,basis_line,status,low_gbp,high_gbp,room,board,taxes,low_basis,high_basis,samples,fx,checked,note
"/luxury-travel/caribbean/st-lucia","sugar-beach","Sugar Beach, A Viceroy Resort","£850–£1,610","per night","Varies by season · room only · excl. local taxes","range","850","1610","Lowest-priced room category returned by the hotel's booking engine on each date: Luxury Cottage (US$1,150-2,150) / Luxury Sugar Mill Room (US$1,435-2,450). Best Available Rate, 2 adults","room only","excluded","10-11 Aug 2027, Luxury Cottage, Best Available Rate US$1,150 before tax (US$1,456.50 with 7% VAT, 10% service charge, US$6 pp govt levy and US$88 guest-amenities fee); hotel's own booking engine (Viceroy/azds Synxis feed)","10-11 Feb 2027, Luxury Cottage, Best Available Rate US$2,150 before tax (US$2,626.50 with taxes and fees); same source. Festive week returned only a Superior Luxury Villa at US$3,700/night (7-night minimum), so the entry-room festive rate is unknown","2026-10-05/06: USD 1,250 before tax (1,562.50 all-in), Luxury Cottage (https://newbooking.azds.com/api/hotel/sugar-beach-viceroy/rates?from=10/05/2026&to=10/06/2026&adults=2) | 2026-11-10/11: entry categories sold out; cheapest available Grand Luxury Villa USD 2,160 before tax (https://newbooking.azds.com/api/hotel/sugar-beach-viceroy/rates?from=11/10/2026&to=11/11/2026&adults=2) | 2026-12-27/2027-01-03 (7 nights): USD 3,700/night before tax, Superior Luxury Villa (only category returned; 1-night festive query returned nothing) (https://newbooking.azds.com/api/hotel/sugar-beach-viceroy/rates?from=12/27/2026&to=01/03/2027&adults=2) | 2027-02-10/11: USD 2,150 before tax (2,626.50 all-in), Luxury Cottage; Luxury Sugar Mill Room 2,450 (https://newbooking.azds.com/api/hotel/sugar-beach-viceroy/rates?from=02/10/2027&to=02/11/2027&adults=2) | 2027-04-05/06: USD 2,010 before tax, Luxury Cottage (https://newbooking.azds.com/api/hotel/sugar-beach-viceroy/rates?from=04/05/2027&to=04/06/2027&adults=2) | 2027-06-15/16: USD 1,335 before tax, Deluxe Cottage (Luxury Cottage not offered); Luxury Sugar Mill Room 1,435 (https://newbooking.azds.com/api/hotel/sugar-beach-viceroy/rates?from=06/15/2027&to=06/16/2027&adults=2) | 2027-08-10/11: USD 1,150 before tax (1,456.50 all-in), Luxury Cottage (https://newbooking.azds.com/api/hotel/sugar-beach-viceroy/rates?from=08/10/2027&to=08/11/2027&adults=2) | 2026-09-27/28: USD 1,176 (KAYAK 'Luxury room', nightly with fees) - cross-check only (https://www.momondo.com/hotels/soufriere-city/Sugar-Beach-A-Viceroy-Resort.mhd179374.ksp)","1 GBP = 1.34 USD (rate used for all USD figures); no EUR figures used","2026-09-23","Range from the hotel's own live booking engine (Viceroy's azds.com Synxis feed), Best Available Rate, 2 adults, 1 night, sampled on seven dates across the year. Figures are BEFORE tax: add 7% VAT, 10% service charge, US$6 pp/night government levy and a US$88-99/night guest-amenities fee (about +27%). The engine prices the Luxury Cottage below the Luxury Sugar Mill Room on most dates, so the 'entry room' here is whichever is cheapest on the day. Entry categories were sold out for 10-11 Nov 2026 and over the festive week (7-night minimum), so the true festive high is above the range shown. Cancellation 30-45 days; deposit of 3 nights. Open year-round."
"/luxury-travel/caribbean/st-lucia","ladera","Ladera Resort","£570","per night","Guide rate for one season · incl. taxes","single","570","","Queen room (platform label; hotel's entry category is the Petit Piton Suite)","not stated","included","2026-09-30/10-01 (1 night), USD 765 nightly with fees, cheapest room shown on momondo/KAYAK","not established (no price for a different season could be fetched)","2026-09-30/10-01: USD 765 (nightly with fees) (https://www.momondo.com/hotels/soufriere-city/Ladera-Resort.mhd71683.ksp)","1 GBP = 1.34 USD (rate used for all USD figures); no EUR figures used","2026-09-23","Only one credible dated price could be obtained. momondo/KAYAK meta-search shows the cheapest room for a 1-night stay 30 Sep-1 Oct 2026, 2 adults, 'nightly with fees' (i.e. including estimated local taxes and fees); the room label is the platform's generic category, not the hotel's own name, and board is not stated. momondo/KAYAK ignore check-in/check-out parameters when fetched, and Booking.com, Expedia/Hotels.com, Google Hotels, Trip.com, Agoda, LHW and the Synxis/TravelClick booking engines either block automated fetches or render prices only in JavaScript, so no second-season sample was obtainable. Adults-only resort; end of low season, and winter rates (Dec-Apr) are substantially higher. ladera.com publishes packages (e.g. 30% off when booked 90+ days ahead, 3-night minimum) but no base rates; its TravelClick iHotelier engine is JavaScript-only. St Lucia tourism levy US$6 pp/night extra. Second pass: Google Hotels showed no rates for any of 20 Oct, 28 Dec 2026, 10 Feb, 20 May, 15 Jul 2027 and Booking.com (via r.jina.ai) showed no availability on the same dates, so the single KAYAK sample stands."
"/luxury-travel/caribbean/st-lucia","cap-maison","Cap Maison","£450","per night","Guide rate for one season · incl. taxes","single","450","","King room (platform label; hotel's entry category is the Garden View Room)","not stated","included","2026-09-30/10-01 (1 night), USD 609 nightly with fees, cheapest room shown on momondo/KAYAK","not established (no price for a different season could be fetched)","2026-09-30/10-01: USD 609 (nightly with fees) (https://www.momondo.com/hotels/gros-islet/Cap-Maison-Resort-Spa.mhd194693.ksp)","1 GBP = 1.34 USD (rate used for all USD figures); no EUR figures used","2026-09-23","Only one credible dated price could be obtained. momondo/KAYAK meta-search shows the cheapest room for a 1-night stay 30 Sep-1 Oct 2026, 2 adults, 'nightly with fees' (i.e. including estimated local taxes and fees); the room label is the platform's generic category, not the hotel's own name, and board is not stated. momondo/KAYAK ignore check-in/check-out parameters when fetched, and Booking.com, Expedia/Hotels.com, Google Hotels, Trip.com, Agoda, LHW and the Synxis/TravelClick booking engines either block automated fetches or render prices only in JavaScript, so no second-season sample was obtainable. End of low season; winter (Dec-Apr) rates are higher. capmaison.com publishes only packages (e.g. 'Peak to Beach' 6 nights from US$9,000 summer / US$11,700 winter plus tax and service) and uses the JavaScript-only Synxis engine. A UK operator quotes Garden View Rooms 'from GBP 275 per night B&B for two' (undated, not used). Second pass: Google Hotels showed no rates for any of 20 Oct, 28 Dec 2026, 10 Feb, 20 May, 15 Jul 2027 and Booking.com (via r.jina.ai) showed no availability on the same dates, so the single KAYAK sample stands."
"/luxury-travel/caribbean/st-lucia","bodyholiday","BodyHoliday","£1,020–£1,800","per night","Varies by season · Garden View King · all inclusive · incl. taxes","range","1020","1800","Garden View King/Twin (entry category), 2 adults sharing, Fully Flexible all-inclusive rate; per-person equivalent is half (about GBP 510-900 pp per night)","all inclusive","included","10-11 Aug 2027, Garden View King, Fully Flexible Rate US$1,369 for 2 adults incl. taxes and fees; hotel's own booking engine","10-11 Feb 2027, Garden View King, Fully Flexible Rate US$2,410 for 2 adults incl. taxes and fees; hotel's own booking engine (28-29 Dec 2026 showed Garden View Twin at US$2,590 in the rate calendar but a 1-night stay was not bookable)","2026-10-05/06: USD 1,469 (2 adults, all-inclusive, incl. taxes & fees), Garden View (https://booking.thebodyholiday.com/convert/site/BodyHoliday/en/results.php?currency=USD&partya=2&checkin=2026-10-05&nights=1) | 2026-11-10/11: USD 1,725, Garden View Twin (https://booking.thebodyholiday.com/convert/site/BodyHoliday/en/results.php?currency=USD&partya=2&checkin=2026-11-10&nights=1) | 2026-12-28/29: USD 2,590 shown in calendar for Garden View Twin (not bookable for 1 night; Ocean View bookable at 2,655) (https://booking.thebodyholiday.com/convert/site/BodyHoliday/en/results.php?currency=USD&partya=2&checkin=2026-12-28&nights=1) | 2027-02-10/11: USD 2,410, Garden View King (5-night-minimum plan 1,567; 3-night-minimum plan 1,687) (https://booking.thebodyholiday.com/convert/site/BodyHoliday/en/results.php?currency=USD&partya=2&checkin=2027-02-10&nights=1) | 2027-04-05/06: USD 1,815, Garden View (https://booking.thebodyholiday.com/convert/site/BodyHoliday/en/results.php?currency=USD&partya=2&checkin=2027-04-05&nights=1) | 2027-06-15/16: USD 1,579, Garden View (https://booking.thebodyholiday.com/convert/site/BodyHoliday/en/results.php?currency=USD&partya=2&checkin=2027-06-15&nights=1) | 2027-08-10/11: USD 1,369, Garden View King (https://booking.thebodyholiday.com/convert/site/BodyHoliday/en/results.php?currency=USD&partya=2&checkin=2027-08-10&nights=1) | 2026-09-30/10-01: USD 383 (KAYAK 'Double room', nightly with fees) - implausibly low for an all-inclusive rate for two (likely per person or a non-inclusive OTA plan); not used (https://www.momondo.com/hotels/cap-estate/The-BodyHoliday.mhd71679.ksp)","1 GBP = 1.34 USD (rate used for all USD figures); no EUR figures used","2026-09-23","Range from the hotel's own booking engine (results.php), Fully Flexible all-inclusive rate for a room with 2 adults, 1 night, incl. taxes and fees, sampled on seven dates. The engine also lists cheaper plans with minimum stays (e.g. 10 Feb 2027: US$1,567 with a 5-night minimum, US$1,687 with a 3-night minimum, i.e. roughly 30-35% below the flexible rate), so week-long bookings will come in well under the flexible range. All-inclusive includes meals, drinks, a daily spa treatment and activities. The previous card figure of GBP 290 (from KAYAK) looks like a per-person or non-inclusive OTA rate and should not be used. Open year-round."
"/luxury-travel/middle-east/abu-dhabi","emirates-palace","Emirates Palace Mandarin Oriental","£460–£1,100","per night","Varies by season · Deluxe City View Room · incl. taxes","range","460","1100","Deluxe City View Room (entry category)","not stated","included","10-11 Aug 2027, GBP 468 lowest listed on Google Hotels (Booking.com Deluxe City View Twin)","28-29 Dec 2026, GBP 1,092 official-site rate via Google Hotels","2026-10-20/10-21: GBP 557 (Booking.com; incl. taxes+fees); cheapest room listed: Deluxe City View Room Twin (https://www.google.com/travel/hotels/entity/ChUIyIP1vb3LvadjGgkvbS8wOTIwcjcQAQ?ts=CAESABogCgIaABIaEhIKBwjqDxAKGBQSBwjqDxAKGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-12-28/12-29: GBP 1,092 (Official site; incl. taxes+fees); cheapest room listed: Deluxe City View Room Twin (https://www.google.com/travel/hotels/entity/ChUIyIP1vb3LvadjGgkvbS8wOTIwcjcQAQ?ts=CAESABogCgIaABIaEhIKBwjqDxAMGBwSBwjqDxAMGB0YATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-02-10/02-11: GBP 1,011 (Official site; incl. taxes+fees); cheapest room listed: Deluxe City View Twin Room, Balcony (https://www.google.com/travel/hotels/entity/ChUIyIP1vb3LvadjGgkvbS8wOTIwcjcQAQ?ts=CAESABogCgIaABIaEhIKBwjrDxACGAoSBwjrDxACGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-05-20/05-21: GBP 646 (Booking.com; incl. taxes+fees); cheapest room listed: Deluxe City View Room King (https://www.google.com/travel/hotels/entity/ChUIyIP1vb3LvadjGgkvbS8wOTIwcjcQAQ?ts=CAESABogCgIaABIaEhIKBwjrDxAFGBQSBwjrDxAFGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-08-10/08-11: GBP 468 (Booking.com; incl. taxes+fees); cheapest room listed: Deluxe City View Twin Room, Balcony (https://www.google.com/travel/hotels/entity/ChUIyIP1vb3LvadjGgkvbS8wOTIwcjcQAQ?ts=CAESABogCgIaABIaEhIKBwjrDxAIGAoSBwjrDxAIGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-12-05: Booking.com: no availability shown for this date (booking.com via r.jina.ai) | 2027-02-10/2027-02-11: GBP 867 Booking.com, Deluxe City View King Room, Balcony (Included: 10 % Service charge Excluded: 5 % VAT, 4 % Municipality fee, 4 % Destination tax); breakfast included (https://www.booking.com/hotel/ae/emirates-palace?checkin=2027-02-10 (via r.jina.ai)) | 2026-09-30/10-01: USD 236 (nightly with fees) - KAYAK/momondo meta-search cross-check (https://www.momondo.com/hotels/abu-dhabi/Emirates-Palace-Abu-Dhabi.mhd149855.ksp)","GBP figures taken directly as displayed by Google Hotels (UK, 'nightly price with taxes + fees') and Booking.com (selected currency GBP); USD figures converted at 1 GBP = 1.34 USD","2026-09-23","Google Hotels rates are the lowest 'nightly price with taxes + fees' listed for the date (official site where it appeared, otherwise the cheapest listed provider), fetched with dates encoded in the URL; Booking.com figures are per-room rates fetched via r.jina.ai for the same dates and generally EXCLUDE local VAT/tax as noted. Other samples: 20 Oct 2026 GBP 557; 10 Feb 2027 GBP 1,011 (official; Booking.com Deluxe City View GBP 867 excl. VAT); 20 May 2027 GBP 646. Abu Dhabi Grand Prix weekend (5-6 Dec 2026) showed no rates - sold out or minimum-stay restricted. KAYAK 30 Sep 2026 wholesale rate USD 236 (GBP 176) not used."
"/luxury-travel/middle-east/abu-dhabi","jumeirah-saadiyat","Jumeirah Saadiyat Island Resort","£380–£570","per night","Varies by season · Resort Deluxe Room · incl. taxes","range","380","570","Resort Deluxe Room (entry category)","not stated","included","10-11 Aug 2027, GBP 381 lowest listed on Google Hotels (Booking.com Resort Deluxe Room)","10-11 Feb 2027, GBP 565 lowest listed on Google Hotels (Booking.com Resort Deluxe Room)","2026-10-20/10-21: GBP 515 (Official site; incl. taxes+fees); cheapest room listed: Resort Deluxe Room  (https://www.google.com/travel/hotels/entity/ChkI5Kz3yYu79dZTGg0vZy8xMWY5eTNwMmc1EAE?ts=CAESABogCgIaABIaEhIKBwjqDxAKGBQSBwjqDxAKGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-02-10/02-11: GBP 565 (Official site; incl. taxes+fees); cheapest room listed: Resort Deluxe Room  (https://www.google.com/travel/hotels/entity/ChkI5Kz3yYu79dZTGg0vZy8xMWY5eTNwMmc1EAE?ts=CAESABogCgIaABIaEhIKBwjrDxACGAoSBwjrDxACGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-05-20/05-21: GBP 425 (Booking.com; incl. taxes+fees); cheapest room listed: Resort Deluxe Room  (https://www.google.com/travel/hotels/entity/ChkI5Kz3yYu79dZTGg0vZy8xMWY5eTNwMmc1EAE?ts=CAESABogCgIaABIaEhIKBwjrDxAFGBQSBwjrDxAFGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-08-10/08-11: GBP 381 (Booking.com; incl. taxes+fees); cheapest room listed: Resort Deluxe Room  (https://www.google.com/travel/hotels/entity/ChkI5Kz3yYu79dZTGg0vZy8xMWY5eTNwMmc1EAE?ts=CAESABogCgIaABIaEhIKBwjrDxAIGAoSBwjrDxAIGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-09-30/10-01: USD 242 (nightly with fees) - KAYAK/momondo meta-search cross-check (https://www.momondo.com/hotels/abu-dhabi/Jumeirah-at-Saadiyat-Island-Resort.mhd4577441.ksp)","GBP figures taken directly as displayed by Google Hotels (UK, 'nightly price with taxes + fees') and Booking.com (selected currency GBP); USD figures converted at 1 GBP = 1.34 USD","2026-09-23","Google Hotels rates are the lowest 'nightly price with taxes + fees' listed for the date (official site where it appeared, otherwise the cheapest listed provider), fetched with dates encoded in the URL; Booking.com figures are per-room rates fetched via r.jina.ai for the same dates and generally EXCLUDE local VAT/tax as noted. Other samples: 20 Oct 2026 GBP 515 (official site); 20 May 2027 GBP 425. Grand Prix weekend (5 Dec) and 28 Dec 2026 showed no rates (sold out or minimum-stay restricted), so the festive high is not captured."
"/luxury-travel/middle-east/abu-dhabi","rixos-saadiyat","Rixos Premium Saadiyat Island","£280–£910","per night","Varies by season · Deluxe Room · incl. taxes","range","280","910","Deluxe Room (entry category)","not stated","included","30 Sep-1 Oct 2026, USD 381 (GBP 284) KAYAK meta-search, nightly with fees, board not stated","28-29 Dec 2026, GBP 904 Trip.com via Google Hotels (only provider listed)","2026-12-28/12-29: GBP 904 Trip.com via Google Hotels (only provider listed; incl. taxes+fees) (https://www.google.com/travel/hotels/entity/ChoI_b-9pNL-xOWCARoNL2cvMTFmN3IyeTg3ORAB?ts=CAESABogCgIaABIaEhIKBwjqDxAMGBwSBwjqDxAMGB0YATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-09-30/10-01: USD 381 (nightly with fees) - KAYAK/momondo meta-search cross-check (https://www.momondo.com/hotels/abu-dhabi/Rixos-Premium-Saadiyat-Island.mhd899711.ksp)","GBP figures taken directly as displayed by Google Hotels (UK, 'nightly price with taxes + fees') and Booking.com (selected currency GBP); USD figures converted at 1 GBP = 1.34 USD","2026-09-23","Google Hotels rates are the lowest 'nightly price with taxes + fees' listed for the date (official site where it appeared, otherwise the cheapest listed provider), fetched with dates encoded in the URL; Booking.com figures are per-room rates fetched via r.jina.ai for the same dates and generally EXCLUDE local VAT/tax as noted. Range built from meta-search sources only: Google Hotels showed no rates for 20 Oct 2026, 10 Feb and 10 Aug 2027 and no official-site rate on any date. Rixos Premium Saadiyat is sold all-inclusive but neither source stated the board; confirm before quoting."
"/luxury-travel/middle-east/abu-dhabi","conrad-etihad-towers","Conrad Abu Dhabi Etihad Towers","£110–£1,270","per night","Varies by season · Premier · incl. taxes","range","110","1270","Premier / Superior Room (entry category)","not stated","included","10-11 Aug 2027, GBP 119 lowest listed on Google Hotels (Trip.com); 20 May 2027 GBP 128; 20 Oct 2026 GBP 139","5-6 Dec 2026 (Abu Dhabi Grand Prix weekend), GBP 1,263 lowest listed on Google Hotels (Bluepillow reseller only)","2026-10-20/10-21: GBP 139 (Agoda; incl. taxes+fees); cheapest room listed: Twin Deluxe Room with Sea View (https://www.google.com/travel/hotels/entity/ChgIvNvDlICg3sFfGgwvZy8xcHR5cnY5ZGcQAQ?ts=CAESABogCgIaABIaEhIKBwjqDxAKGBQSBwjqDxAKGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-12-05/12-06: GBP 1,263 (Bluepillow.com; incl. taxes+fees); cheapest room listed: Superior Queen Room with Sea View - Disability Access (https://www.google.com/travel/hotels/entity/ChgIvNvDlICg3sFfGgwvZy8xcHR5cnY5ZGcQAQ?ts=CAESABogCgIaABIaEhIKBwjqDxAMGAUSBwjqDxAMGAYYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-12-28/12-29: GBP 404 (Agoda; incl. taxes+fees); cheapest room listed: Queen Accessible Superior Room With Sea View (https://www.google.com/travel/hotels/entity/ChgIvNvDlICg3sFfGgwvZy8xcHR5cnY5ZGcQAQ?ts=CAESABogCgIaABIaEhIKBwjqDxAMGBwSBwjqDxAMGB0YATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-02-10/02-11: GBP 183 (Trip.com; incl. taxes+fees); cheapest room listed: Deluxe Twin Room With Sea View (https://www.google.com/travel/hotels/entity/ChgIvNvDlICg3sFfGgwvZy8xcHR5cnY5ZGcQAQ?ts=CAESABogCgIaABIaEhIKBwjrDxACGAoSBwjrDxACGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-05-20/05-21: GBP 128 (Trip.com; incl. taxes+fees); cheapest room listed: Deluxe Twin Room With Sea View (https://www.google.com/travel/hotels/entity/ChgIvNvDlICg3sFfGgwvZy8xcHR5cnY5ZGcQAQ?ts=CAESABogCgIaABIaEhIKBwjrDxAFGBQSBwjrDxAFGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-08-10/08-11: GBP 119 (Trip.com; incl. taxes+fees); cheapest room listed: Deluxe Twin Room with Sea View (https://www.google.com/travel/hotels/entity/ChgIvNvDlICg3sFfGgwvZy8xcHR5cnY5ZGcQAQ?ts=CAESABogCgIaABIaEhIKBwjrDxAIGAoSBwjrDxAIGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-09-30/10-01: USD 104 (nightly with fees) - KAYAK/momondo meta-search cross-check (https://www.momondo.com/hotels/abu-dhabi/Conrad-Abu-Dhabi-Etihad-Towers.mhd413208.ksp)","GBP figures taken directly as displayed by Google Hotels (UK, 'nightly price with taxes + fees') and Booking.com (selected currency GBP); USD figures converted at 1 GBP = 1.34 USD","2026-09-23","Google Hotels rates are the lowest 'nightly price with taxes + fees' listed for the date (official site where it appeared, otherwise the cheapest listed provider), fetched with dates encoded in the URL; Booking.com figures are per-room rates fetched via r.jina.ai for the same dates and generally EXCLUDE local VAT/tax as noted. Very wide range driven by the Grand Prix weekend; excluding it the high is 28-29 Dec 2026 GBP 404 (Agoda). No official-site rate appeared on any date; lows are OTA rates and may be non-refundable. KAYAK 30 Sep 2026 USD 104 (GBP 77) consistent with the summer low. Card currently shows ""On application""."
"/luxury-travel/middle-east/abu-dhabi","w-yas","W Abu Dhabi — Yas Island","£200–£280","per night","Varies by season · Superior · incl. taxes","range","200","280","Superior / Wonderful Room (entry category)","not stated","included","20-21 Oct 2026, GBP 203 official-site rate via Google Hotels","28-29 Dec 2026, GBP 279 official-site rate via Google Hotels","2026-10-20/10-21: GBP 203 (Official site; incl. taxes+fees); cheapest room listed: Superior, Guest room, 2 Twin/Single Bed(s), Balcony with Complimentary Yas Beach Access (https://www.google.com/travel/hotels/entity/ChcItaWG5de2oZf8ARoKL20vMDlnYzNreRAB?ts=CAESABogCgIaABIaEhIKBwjqDxAKGBQSBwjqDxAKGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-12-28/12-29: GBP 279 (Official site; incl. taxes+fees); cheapest room listed: Superior Twin, Guest room,  Twin, Balcony (https://www.google.com/travel/hotels/entity/ChcItaWG5de2oZf8ARoKL20vMDlnYzNreRAB?ts=CAESABogCgIaABIaEhIKBwjqDxAMGBwSBwjqDxAMGB0YATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-02-10/02-11: GBP 254 (Official site; incl. taxes+fees); cheapest room listed: Superior King, Guest room, 1 King, Balcony (https://www.google.com/travel/hotels/entity/ChcItaWG5de2oZf8ARoKL20vMDlnYzNreRAB?ts=CAESABogCgIaABIaEhIKBwjrDxACGAoSBwjrDxACGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-05-20/05-21: GBP 254 (Booking.com; incl. taxes+fees); cheapest room listed: Superior, Guest room, 2 Twin/Single Bed(s), Balcony with Complimentary Yas Beach Access (https://www.google.com/travel/hotels/entity/ChcItaWG5de2oZf8ARoKL20vMDlnYzNreRAB?ts=CAESABogCgIaABIaEhIKBwjrDxAFGBQSBwjrDxAFGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-08-10/08-11: GBP 254 (Booking.com; incl. taxes+fees); cheapest room listed: Superior, Guest room, 2 Twin/Single Bed(s), Balcony with Complimentary Yas Beach Access (https://www.google.com/travel/hotels/entity/ChcItaWG5de2oZf8ARoKL20vMDlnYzNreRAB?ts=CAESABogCgIaABIaEhIKBwjrDxAIGAoSBwjrDxAIGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-09-30/10-01: USD 152 (nightly with fees) - KAYAK/momondo meta-search cross-check (https://www.momondo.com/hotels/abu-dhabi/W-Abu-Dhabi---Yas-Island.mhd315896.ksp)","GBP figures taken directly as displayed by Google Hotels (UK, 'nightly price with taxes + fees') and Booking.com (selected currency GBP); USD figures converted at 1 GBP = 1.34 USD","2026-09-23","Google Hotels rates are the lowest 'nightly price with taxes + fees' listed for the date (official site where it appeared, otherwise the cheapest listed provider), fetched with dates encoded in the URL; Booking.com figures are per-room rates fetched via r.jina.ai for the same dates and generally EXCLUDE local VAT/tax as noted. 10 Feb, 20 May and 10 Aug 2027 all GBP 254. Abu Dhabi Grand Prix weekend (5-6 Dec 2026) showed no rates - this trackside hotel is sold out or restricted to multi-night race packages, so race-week pricing is far above the range. KAYAK 30 Sep 2026 USD 152 (GBP 113) not used."
"/luxury-travel/asia/vietnam","capella-hanoi","Capella Hanoi","£360–£610","per night","Varies by season · Premier Room · incl. taxes","range","360","610","Premier Room (entry category)","not stated","included","20-21 May and 10-11 Aug 2027, GBP 363 lowest listed on Google Hotels (Booking.com Premier Room)","10-11 Feb 2027, GBP 604 lowest listed on Google Hotels (Agoda/Booking.com Premier Room GBP 611)","2026-10-20/10-21: GBP 495 (Booking.com; incl. taxes+fees); cheapest room listed: Premier Room (https://www.google.com/travel/hotels/entity/ChkI3MWClbWw7OJEGg0vZy8xMXFuNm1tcHc0EAE?ts=CAESABogCgIaABIaEhIKBwjqDxAKGBQSBwjqDxAKGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-12-28/12-29: GBP 1,600 (Booking.com; incl. taxes+fees); cheapest room listed: Junior Suite (https://www.google.com/travel/hotels/entity/ChkI3MWClbWw7OJEGg0vZy8xMXFuNm1tcHc0EAE?ts=CAESABogCgIaABIaEhIKBwjqDxAMGBwSBwjqDxAMGB0YATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-02-10/02-11: GBP 604 (Agoda; incl. taxes+fees); cheapest room listed: Premier Room Twin (https://www.google.com/travel/hotels/entity/ChkI3MWClbWw7OJEGg0vZy8xMXFuNm1tcHc0EAE?ts=CAESABogCgIaABIaEhIKBwjrDxACGAoSBwjrDxACGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-05-20/05-21: GBP 363 (Booking.com; incl. taxes+fees); cheapest room listed: Premier Room Queen (https://www.google.com/travel/hotels/entity/ChkI3MWClbWw7OJEGg0vZy8xMXFuNm1tcHc0EAE?ts=CAESABogCgIaABIaEhIKBwjrDxAFGBQSBwjrDxAFGBUYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2027-08-10/08-11: GBP 363 (Booking.com; incl. taxes+fees); cheapest room listed: Premier Room Twin (https://www.google.com/travel/hotels/entity/ChkI3MWClbWw7OJEGg0vZy8xMXFuNm1tcHc0EAE?ts=CAESABogCgIaABIaEhIKBwjrDxAIGAoSBwjrDxAIGAsYATICEAAqBwoFOgNHQlA&hl=en-GB&gl=GB) | 2026-09-30/10-01: USD 438 (nightly with fees; Deluxe room USD 1,220, another Premier rate USD 476) - KAYAK/momondo meta-search cross-check (https://www.kayak.com/Hanoi-Hotels-Capella-Hanoi.7215789.ksp)","GBP figures taken directly as displayed by Google Hotels (UK, 'nightly price with taxes + fees') and Booking.com (selected currency GBP); USD figures converted at 1 GBP = 1.34 USD","2026-09-23","Google Hotels rates are the lowest 'nightly price with taxes + fees' listed for the date (official site where it appeared, otherwise the cheapest listed provider), fetched with dates encoded in the URL; Booking.com figures are per-room rates fetched via r.jina.ai for the same dates and generally EXCLUDE local VAT/tax as noted. 20 Oct 2026 GBP 495 (Booking.com Premier). On 28-29 Dec 2026 Premier rooms were sold out and the cheapest available was a Junior Suite at GBP 1,600, so the festive entry-room rate is not captured. No official-site rate appeared."
